project_id,month,direct_cost,fte_count,business_value
P-0042,5,49470.50155645804,4.0,0.0
P-0042,6,34993.03447479197,5.0,0.0
P-0042,7,37316.75260005772,5.0,0.0
P-0042,8,12633.946439949586,2.0,243565.86009351313
P-0042,9,21534.89360757557,2.0,386953.0367960588
P-0042,10,19795.319114947964,2.0,512681.7119657063
P-0042,11,17355.88965730725,2.0,526663.7191903279
P-0042,12,12481.334373083666,2.0,736635.8334062462
P-0042,13,17100.112585242186,2.0,996898.4025848673
P-0042,14,13149.688415150757,2.0,1196069.806171793
P-0043,1,115739.99791810152,17.0,0.0
P-0043,2,108748.76290293071,17.0,0.0
P-0043,3,90286.19280327039,17.0,0.0
P-0043,4,109102.89691685686,17.0,0.0
P-0043,5,111364.81263112467,17.0,0.0
P-0043,6,119823.1232805841,17.0,0.0
P-0043,7,90328.98184074981,17.0,0.0
P-0043,8,98198.22514508657,17.0,0.0
P-0043,9,109992.92818234356,17.0,0.0
P-0043,10,101636.66381706564,17.0,0.0
P-0043,11,87407.12392602439,16.0,0.0
P-0043,12,105963.48518348004,17.0,0.0
P-0043,13,107950.5584571169,17.0,0.0
P-0043,14,102006.74868827383,17.0,0.0
P-0043,15,15619.455616276178,5.0,375576.11490401835
P-0043,16,14325.869357124135,4.0,541267.4029913321
P-0043,17,19023.721756567582,4.0,913146.1680192136
P-0043,18,12589.55207300703,5.0,1339214.867022619
P-0043,19,13437.096996901633,5.0,2131544.7158237137
P-0043,20,15055.277256829262,5.0,2947519.281669086
P-0043,21,17402.78650339818,5.0,3552466.966971219
P-0043,22,10975.76757517039,5.0,4618519.752371876
P-0043,23,11481.734807122139,5.0,5957611.175656582
P-0043,24,9514.321530953826,5.0,6342715.9538092455
P-0043,25,15113.993383260493,5.0,5884356.143131611
P-0043,26,12000.993837927688,4.0,7315283.151435632
P-0043,27,13985.510878834972,5.0,6542907.371104927
P-0044,1,62888.97510539476,16.0,0.0
P-0044,2,56425.76251707073,16.0,0.0
P-0044,3,51946.79839425297,15.0,0.0
P-0044,4,55677.06567427491,15.0,0.0
P-0044,5,67314.40203961368,15.0,0.0
P-0044,6,63962.025793753,16.0,0.0
P-0044,7,58715.78802405354,17.0,0.0
P-0044,8,64077.750003020046,17.0,0.0
P-0044,9,51337.14479206516,15.0,0.0
P-0044,10,59878.150754252805,16.0,0.0
P-0044,11,60700.92997387576,17.0,0.0
P-0044,12,56283.569223359744,16.0,0.0
P-0044,13,62763.28507758084,16.0,0.0
P-0044,14,54060.44824952699,15.0,0.0
P-0044,15,63295.53933991521,16.0,0.0
P-0044,16,63596.429939108675,15.0,0.0
P-0044,17,38766.66834587149,16.0,0.0
P-0044,18,68166.16181437114,15.0,0.0
P-0044,19,37832.800304444456,16.0,0.0
P-0044,20,16500.625613232074,2.0,452282.73494728643
P-0044,21,21983.780297238907,2.0,2054751.435629147
P-0044,22,17498.653419191807,2.0,2165466.2617747374
P-0044,23,13660.707989719527,1.0,2086582.4778654913
P-0044,24,14904.888995265474,2.0,2428831.8545789006
P-0044,25,21988.983898733604,2.0,2404518.979352776
P-0044,26,12139.697570766917,1.0,1959030.6510354364
P-0045,1,133139.43037797342,5.0,0.0
P-0045,2,108087.26690814478,6.0,0.0
P-0045,3,110521.68057216582,5.0,0.0
P-0045,4,84474.70046438884,5.0,0.0
P-0045,5,4434.023409162588,0.0,180036.1140777455
P-0045,6,5220.368827695299,0.0,351237.1485705528
P-0045,7,4098.806361617542,0.0,560038.50393246
P-0045,8,5847.0457807195135,0.0,699264.4797055535
P-0045,9,3937.6343251070703,0.0,901320.9395816047
P-0046,1,61790.38223672234,15.0,0.0
P-0046,2,55960.532639207886,16.0,0.0
P-0046,3,57981.62454075408,14.0,0.0
P-0046,4,57395.694256188435,15.0,0.0
P-0046,5,54768.333563030414,14.0,0.0
P-0046,6,51849.21975959888,15.0,0.0
P-0046,7,70090.11348752887,16.0,0.0
P-0046,8,52373.33202039697,15.0,0.0
P-0046,9,50951.74691994386,15.0,0.0
P-0046,10,58260.71537872253,15.0,0.0
P-0046,11,57050.256953696895,15.0,0.0
P-0046,12,46041.51950585784,15.0,0.0
P-0046,13,13963.57957815415,4.0,711369.01089868
P-0046,14,11419.209153258493,4.0,2102518.328830193
P-0046,15,9293.305552274021,4.0,3326565.082686105
P-0046,16,14101.80091930623,4.0,3675568.410919834
P-0046,17,12924.392165509485,4.0,3645997.3433445706
P-0046,18,8972.119136587073,3.0,3516212.2673970046
P-0046,19,15332.089146171435,4.0,3290127.5281239366
P-0046,20,12993.646830458334,4.0,3548593.6350886053
P-0046,21,11594.842293722388,4.0,3492476.4761987347
P-0047,1,70245.47717376956,5.0,0.0
P-0047,2,80059.0318460135,5.0,0.0
P-0047,3,59126.97559683505,5.0,0.0
P-0047,4,9743.359139934535,2.0,237318.90896817076
P-0047,5,10641.11240502529,2.0,553479.2274351516
P-0047,6,14501.630757479212,2.0,705589.5205841698
P-0047,7,14122.48011234445,2.0,1139672.945433169
P-0047,8,13199.409335126626,2.0,1601738.9346497054
P-0048,1,27302.66773709716,1.0,0.0
P-0048,2,29154.523763748966,1.0,0.0
P-0048,3,26764.352757033073,1.0,0.0
P-0048,4,4271.462133874555,1.0,746851.1711878919
P-0048,5,3399.078441375641,1.0,1737326.334807087
P-0049,1,96215.06739166379,10.0,0.0
P-0049,2,72016.84069545707,11.0,0.0
P-0049,3,74479.33241005604,12.0,0.0
P-0049,4,84457.84029337465,11.0,0.0
P-0049,5,86227.79126690172,11.0,0.0
P-0049,6,87274.41194405242,11.0,0.0
P-0049,7,91375.32306790231,11.0,0.0
P-0049,8,84331.24471822813,11.0,0.0
P-0049,9,87205.6267549232,11.0,0.0
P-0049,10,79806.37128480441,11.0,0.0
P-0049,11,82988.17456413026,11.0,0.0
P-0049,12,83431.34197143395,11.0,0.0
P-0049,13,84494.52714322235,11.0,0.0
P-0049,14,90004.39999364757,11.0,0.0
P-0049,15,11092.883667815751,5.0,103653.89778233206
P-0049,16,10165.38415852679,5.0,548288.707327339
P-0049,17,8616.292798147808,4.0,500279.7907201428
P-0049,18,10207.961158108526,6.0,519403.1079706879
P-0049,19,10034.254838560666,5.0,545075.4726009665
P-0049,20,10435.802668301196,4.0,570615.7899450782
P-0049,21,14090.667614652748,5.0,548075.1742915427
P-0049,22,9134.300437501171,5.0,588265.3468739148
P-0049,23,10851.706191144764,5.0,530372.2015882429
P-0049,24,12024.717630171255,5.0,520230.6746384697
P-0050,1,106420.30322005981,14.0,0.0
P-0050,2,111869.23498328574,13.0,0.0
P-0050,3,112208.10065870534,13.0,0.0
P-0050,4,113417.34551622336,14.0,0.0
P-0050,5,101024.96958424857,14.0,0.0
P-0050,6,132685.07860871695,14.0,0.0
P-0050,7,108739.49296894963,14.0,0.0
P-0050,8,82126.06659141426,14.0,0.0
P-0050,9,93042.31176267867,14.0,0.0
P-0050,10,83674.2224963399,14.0,0.0
P-0050,11,105984.16955921249,13.0,0.0
P-0050,12,104218.24833461898,15.0,0.0
P-0050,13,99819.04539207117,14.0,0.0
P-0050,14,131286.23386612805,14.0,0.0
P-0050,15,112731.68939704924,15.0,0.0
P-0050,16,114979.58596403696,16.0,0.0
P-0050,17,93947.25860251651,13.0,0.0
P-0050,18,14138.238295344572,3.0,824042.5245278054
P-0050,19,17352.723240045783,3.0,4245149.421321151
P-0050,20,17775.347843553733,3.0,4337354.273053623
P-0050,21,11478.507289048806,3.0,4514417.16661906
P-0050,22,16679.03756981327,3.0,4678414.761715927
P-0050,23,17282.18296623816,3.0,4204676.268187341
P-0050,24,16570.92472493435,3.0,4148935.515520293
P-0051,1,120955.68315496566,3.0,0.0
P-0051,2,127062.59897219684,3.0,0.0
P-0051,3,149966.81410642358,3.0,0.0
P-0051,4,122757.24717604058,2.0,0.0
P-0051,5,12912.56290728211,3.0,489598.7702322656
P-0051,6,9572.232044793851,3.0,877664.2789046817
P-0051,7,9124.730449854664,3.0,1184754.468592466
P-0051,8,15259.1258961723,3.0,1629118.0118421882
P-0051,9,9901.599226963826,3.0,2265640.2442055815
P-0051,10,9644.09283161933,3.0,2297334.32277723
P-0052,1,72171.13441101534,3.0,0.0
P-0052,2,69332.6487402772,3.0,0.0
P-0052,3,75062.61478550253,2.0,0.0
P-0052,4,77718.53988275387,4.0,0.0
P-0052,5,76177.28172830814,2.0,0.0
P-0052,6,69168.26937547248,3.0,0.0
P-0052,7,55264.32838100013,3.0,0.0
P-0052,8,67113.37310964515,4.0,0.0
P-0052,9,3781.7713638428727,3.0,1106947.236349753
P-0052,10,2827.5677243356554,2.0,1563640.9814308567
P-0052,11,3917.862780607027,3.0,1558038.695165992
P-0053,1,60930.059565289936,5.0,0.0
P-0053,2,71751.29069350127,5.0,0.0
P-0053,3,49891.91960422597,6.0,0.0
P-0053,4,51488.03041753732,6.0,0.0
P-0053,5,52812.29293741476,4.0,0.0
P-0053,6,14850.907671339944,4.0,179443.98166148353
P-0053,7,13678.7494704251,4.0,350577.4942241081
P-0053,8,8188.365984507293,4.0,654553.1889059853
P-0053,9,15013.693034832746,4.0,1365478.8159083927
P-0053,10,17371.086563619152,4.0,2097945.066658205
P-0054,1,98869.03980154339,3.0,0.0
P-0054,2,101187.37608410408,3.0,0.0
P-0054,3,98970.53466254107,4.0,0.0
P-0054,4,105824.2365227082,4.0,0.0
P-0054,5,87819.46490411164,3.0,0.0
P-0054,6,67710.07228397505,2.0,0.0
P-0054,7,87835.48542808463,3.0,0.0
P-0054,8,98623.2671115862,2.0,0.0
P-0054,9,12611.191131668696,2.0,183078.8230394717
P-0054,10,14793.198910440626,1.0,324357.35432518873
P-0054,11,13375.797520711001,1.0,429990.82313851896
P-0054,12,19408.919102762728,1.0,567832.8829317022
P-0054,13,17339.285643924235,0.0,693844.935443701
P-0054,14,17070.007776687093,1.0,804783.631704459
P-0054,15,16987.67230165359,1.0,748640.8113513701
P-0054,16,15175.780885690298,1.0,886510.9787238007
P-0054,17,15821.51476769252,1.0,1049679.7532244779
P-0054,18,12018.86750469714,2.0,1334177.502454761
P-0055,1,152524.86988479167,10.0,0.0
P-0055,2,134835.12350835896,9.0,0.0
P-0055,3,159217.4667495254,10.0,0.0
P-0055,4,147267.55113035667,10.0,0.0
P-0055,5,130535.86427704991,10.0,0.0
P-0055,6,127657.31232143169,10.0,0.0
P-0055,7,114296.37291618234,10.0,0.0
P-0055,8,147430.98238310168,10.0,0.0
P-0055,9,136399.03262566542,9.0,0.0
P-0055,10,101907.42402213588,10.0,0.0
P-0055,11,133302.60711655457,10.0,0.0
P-0055,12,127057.36746608536,10.0,0.0
P-0055,13,169397.4893740283,9.0,0.0
P-0055,14,113351.30533342522,10.0,0.0
P-0055,15,117820.49154840263,11.0,0.0
P-0055,16,161436.07345207344,10.0,0.0
P-0055,17,8532.413742220846,1.0,173441.78501646777
P-0055,18,5938.06472298219,2.0,707876.019288226
P-0055,19,6077.422432500219,1.0,741123.8470154578
P-0055,20,7618.322609271632,2.0,850298.6324780299
P-0055,21,3985.134572720663,2.0,651750.6600596571
P-0055,22,4560.238800608487,2.0,803130.8012195417
P-0055,23,6511.124111769163,2.0,681666.1750353236
P-0055,24,8770.805955327336,2.0,748207.2128601423
P-0055,25,6319.7996199798845,2.0,727719.1786152453
P-0056,1,66904.07026419032,2.0,0.0
P-0056,2,74103.25855339311,3.0,0.0
P-0056,3,61390.044788195744,3.0,0.0
P-0056,4,51558.1989174425,5.0,0.0
P-0056,5,50968.71824596405,3.0,0.0
P-0056,6,56188.79388271905,3.0,0.0
P-0056,7,4401.6854292633325,3.0,638029.7439787723
P-0056,8,5603.745090817932,3.0,1011205.8255024105
P-0056,9,4530.6398726387215,3.0,1361717.5035442114
P-0056,10,5035.018600911045,3.0,1754821.5626376017
P-0056,11,4961.009267966116,3.0,2280040.5270525217
P-0056,12,5307.112826774299,3.0,2748457.4207884558
P-0056,13,7136.324435020535,3.0,2809722.7953658234
P-0057,1,21785.608887012633,4.0,0.0
P-0057,2,23714.20871911649,4.0,0.0
P-0057,3,22383.515109554806,4.0,0.0
P-0057,4,24244.889134422443,5.0,0.0
P-0057,5,23487.66551964311,5.0,0.0
P-0057,6,25016.51529401759,4.0,0.0
P-0057,7,22064.54013494169,4.0,0.0
P-0057,8,23451.71020851112,4.0,0.0
P-0057,9,20374.12717409738,4.0,0.0
P-0057,10,19626.975552915894,4.0,0.0
P-0057,11,25486.299186348013,5.0,0.0
P-0057,12,21702.578907203253,5.0,0.0
P-0057,13,23196.903504517635,4.0,0.0
P-0057,14,21467.861941328447,3.0,0.0
P-0057,15,12966.610106181746,2.0,1085250.208241572
P-0057,16,14525.770588145077,2.0,1345235.8133676688
P-0057,17,18244.3085777498,2.0,2042403.4235821415
P-0058,1,101318.49173563466,4.0,0.0
P-0058,2,130780.59136102362,3.0,0.0
P-0058,3,83343.56875941607,4.0,0.0
P-0058,4,111570.77979577775,3.0,0.0
P-0058,5,84049.20545553119,3.0,0.0
P-0058,6,103890.88691028628,3.0,0.0
P-0058,7,99780.84733262542,3.0,0.0
P-0058,8,78922.07417997703,4.0,0.0
P-0058,9,110171.89478308772,2.0,0.0
P-0058,10,100457.7330463443,2.0,0.0
P-0058,11,3826.8669166449154,2.0,89895.12245343902
P-0058,12,7080.675476304487,2.0,119762.61962473445
P-0058,13,7739.944021365114,2.0,179460.76059762965
P-0058,14,7800.970806130407,2.0,231579.53367019224
P-0058,15,6548.542664986034,2.0,231605.91111267274
P-0058,16,6202.101930357438,2.0,329845.7320550987
P-0058,17,7621.640282390876,2.0,431378.6914219291
P-0058,18,8013.840076936834,2.0,433201.3856378958
P-0059,1,203783.77291210718,5.0,0.0
P-0059,2,180761.7660880339,4.0,0.0
P-0059,3,187345.16434491982,4.0,0.0
P-0059,4,24290.019168774572,2.0,456265.1934549537
P-0059,5,39679.5415096526,2.0,568460.3376928507
P-0059,6,30992.699615085916,2.0,336203.2503026397
P-0060,1,183772.84762078323,1.0,0.0
P-0060,2,22967.10866742488,0.0,828408.0358953826
P-0060,3,23944.452529097813,0.0,999472.5999157096
P-0060,4,17152.580910567365,0.0,587721.7348084707
P-0061,1,11383.660214646121,2.0,0.0
P-0061,2,12825.47159072562,2.0,0.0
P-0061,3,3917.1618072234014,1.0,1926179.1082387897
P-0062,1,57099.15750862264,2.0,0.0
P-0062,2,50503.765941896134,2.0,0.0
P-0062,3,75493.8918851612,4.0,0.0
P-0062,4,58908.65250452562,3.0,0.0
P-0062,5,17993.68462195045,3.0,719700.3780635709
P-0062,6,16156.192152699372,2.0,1765140.4665781467
P-0062,7,18932.792466348452,2.0,2461468.5177259985
P-0062,8,14970.826298313046,3.0,3446575.7656868217
P-0063,1,79625.4386632818,17.0,0.0
P-0063,2,97262.73418131292,16.0,0.0
P-0063,3,92817.68545327238,16.0,0.0
P-0063,4,88229.85438309626,16.0,0.0
P-0063,5,84735.65410879387,16.0,0.0
P-0063,6,87210.07236268197,17.0,0.0
P-0063,7,74665.94250257585,16.0,0.0
P-0063,8,91846.92413882514,15.0,0.0
P-0063,9,72166.91556204404,16.0,0.0
P-0063,10,91628.72954705881,17.0,0.0
P-0063,11,95134.15143734837,16.0,0.0
P-0063,12,85387.58166409604,17.0,0.0
P-0063,13,81519.26943127213,16.0,0.0
P-0063,14,87280.82859940098,15.0,0.0
P-0063,15,54683.31264739209,16.0,0.0
P-0063,16,86300.9359593372,15.0,0.0
P-0063,17,18018.277584912583,3.0,721777.9623929574
P-0063,18,18225.953172042144,4.0,3622331.4465852594
P-0063,19,20732.79349946036,2.0,3873352.912438218
P-0063,20,18146.026733411818,2.0,3265315.847422514
P-0063,21,14618.528484717579,3.0,3626273.9508904438
P-0063,22,17925.41281862587,3.0,3945033.4933080007
P-0064,1,61312.59689280323,9.0,0.0
P-0064,2,77137.34269884527,11.0,0.0
P-0064,3,85950.65732219505,10.0,0.0
P-0064,4,65161.45648628879,10.0,0.0
P-0064,5,81930.42568233275,10.0,0.0
P-0064,6,79125.00707654377,9.0,0.0
P-0064,7,82947.59511783405,10.0,0.0
P-0064,8,84060.0844402368,11.0,0.0
P-0064,9,69755.82334467607,11.0,0.0
P-0064,10,61331.88687023487,9.0,0.0
P-0064,11,71225.53074320022,10.0,0.0
P-0064,12,19116.478423033604,5.0,78686.82968209933
P-0064,13,14871.39923968765,4.0,86510.86499500625
P-0064,14,14420.41377531976,5.0,144209.7819021421
P-0064,15,11076.550204154708,5.0,175807.61772269532
P-0064,16,21677.88699875537,5.0,228423.50211905982
P-0064,17,18928.378217826223,5.0,337949.27469583694
P-0064,18,18762.809621681823,5.0,398988.2787048709
P-0064,19,19349.61918799388,5.0,629706.6620163432
P-0064,20,18189.768707656927,5.0,672174.6257921865
P-0064,21,15754.374981218343,5.0,912203.3853188022
P-0065,1,39555.13509639496,4.0,0.0
P-0065,2,40941.81253381256,4.0,0.0
P-0065,3,40653.69091410069,5.0,0.0
P-0065,4,40071.653661020515,4.0,0.0
P-0065,5,42851.16272069649,4.0,0.0
P-0065,6,40064.15454107034,4.0,0.0
P-0065,7,35300.47327917165,4.0,0.0
P-0065,8,46820.86818188998,4.0,0.0
P-0065,9,46682.16350927279,4.0,0.0
P-0065,10,47146.108485935285,5.0,0.0
P-0065,11,12638.738576132271,5.0,175802.47620253783
P-0065,12,18430.002634059012,5.0,292914.9914030542
P-0065,13,19616.997417882885,5.0,341390.7726287265
P-0065,14,14242.757050737036,5.0,620441.1290214283
P-0065,15,17517.879765711335,6.0,932189.3411361217
P-0065,16,17122.992422675106,4.0,1138953.3890164476
P-0065,17,23288.13003681922,5.0,1759607.8589690572
P-0065,18,23547.354967579642,4.0,2211671.9286897914
P-0066,1,224456.809081891,11.0,0.0
P-0066,2,238025.17824784978,12.0,0.0
P-0066,3,173456.77496547814,12.0,0.0
P-0066,4,204622.18233523658,12.0,0.0
P-0066,5,194035.24540057147,13.0,0.0
P-0066,6,172080.34250204373,12.0,0.0
P-0066,7,225857.08648037398,13.0,0.0
P-0066,8,162784.95043729074,13.0,0.0
P-0066,9,187391.2779753887,12.0,0.0
P-0066,10,208372.54713802578,12.0,0.0
P-0066,11,200512.15577862246,13.0,0.0
P-0066,12,233325.54951775775,12.0,0.0
P-0066,13,230897.92155202472,12.0,0.0
P-0066,14,246619.62557739802,12.0,0.0
P-0066,15,242839.93354390236,11.0,0.0
P-0066,16,253221.73231855218,11.0,0.0
P-0066,17,58535.582895238986,5.0,794559.9473458646
P-0066,18,61754.357563227284,5.0,1917399.5536409596
P-0066,19,63947.18011013485,6.0,4127503.4357897257
P-0066,20,60048.87081451923,5.0,7674212.721263972
P-0066,21,54369.35720514255,4.0,10701021.985877374
P-0066,22,55051.84380280113,5.0,15392986.957350006
P-0066,23,49938.70099655324,6.0,15535533.544991624
P-0067,1,113326.93824426626,2.0,0.0
P-0067,2,38540.55611047852,0.0,411197.59857972513
P-0067,3,28759.539826277345,0.0,514348.90146977146
P-0068,1,46034.56964344656,3.0,0.0
P-0068,2,68388.66857537336,2.0,0.0
P-0068,3,55609.070983842146,2.0,0.0
P-0068,4,53159.059370513154,1.0,0.0
P-0068,5,69938.25705808334,2.0,0.0
P-0068,6,67291.73207400052,2.0,0.0
P-0068,7,58593.53280330946,3.0,0.0
P-0068,8,56365.18316371226,3.0,0.0
P-0068,9,4806.972185142637,2.0,971241.0982569399
P-0068,10,5125.398781888126,2.0,1491084.7760622639
P-0068,11,6342.227965985519,1.0,2054740.2407381537
P-0069,1,144810.33055721503,11.0,0.0
P-0069,2,124897.27222061271,12.0,0.0
P-0069,3,141857.23645041866,10.0,0.0
P-0069,4,131010.46242964079,11.0,0.0
P-0069,5,145414.6841336221,11.0,0.0
P-0069,6,120794.6470407189,11.0,0.0
P-0069,7,156550.9539355354,11.0,0.0
P-0069,8,114570.3942940048,10.0,0.0
P-0069,9,110467.17587322611,12.0,0.0
P-0069,10,103991.28332903993,11.0,0.0
P-0069,11,155686.73413258715,12.0,0.0
P-0069,12,133619.53591815487,11.0,0.0
P-0069,13,116778.83326382287,12.0,0.0
P-0069,14,139890.81339489366,11.0,0.0
P-0069,15,131696.06654710995,11.0,0.0
P-0069,16,150359.6761545562,11.0,0.0
P-0069,17,99060.10393760995,11.0,0.0
P-0069,18,11535.032954407432,3.0,404047.41815738496
P-0069,19,11105.131671101437,3.0,1151473.405980771
P-0069,20,7810.112520701688,3.0,1558001.9822912638
P-0069,21,14425.634444708296,3.0,1680096.1627643793
P-0069,22,11524.051207449436,4.0,2086407.1043876673
P-0069,23,13726.371258148814,3.0,1922592.76908986
P-0069,24,17259.01516329891,4.0,1749119.7232570658
P-0069,25,11343.406757967641,3.0,1837305.301869456
P-0069,26,11195.333607279466,3.0,1864671.5294946262
P-0069,27,12372.380599998434,2.0,1972335.0412240569
P-0069,28,14266.287118663291,3.0,1660296.1791566054
P-0069,29,10877.946488865378,3.0,1737384.2412255295
P-0070,1,26991.21299472992,2.0,0.0
P-0070,2,29377.04814425295,3.0,0.0
P-0070,3,1803.4691645065186,2.0,210659.08755099523
P-0070,4,2102.3572504892113,1.0,328604.9763116577
P-0070,5,2115.4221966430937,1.0,424681.2840506529
P-0071,1,83724.49671068514,9.0,0.0
P-0071,2,88294.42533934036,8.0,0.0
P-0071,3,68753.87392322878,9.0,0.0
P-0071,4,76554.66795659493,8.0,0.0
P-0071,5,60769.74630657524,8.0,0.0
P-0071,6,65060.31552313203,8.0,0.0
P-0071,7,20669.952231388335,5.0,51206.15205765072
P-0071,8,15929.568398327174,5.0,71408.67493460872
P-0071,9,13918.827662937256,6.0,125581.22798408233
P-0071,10,18107.740009866087,5.0,212354.6091817993
P-0071,11,15754.294955141948,5.0,284567.0658365684
P-0071,12,15915.779785811032,5.0,471458.09947115375
P-0071,13,19703.67595212086,4.0,569156.6853393118
P-0072,1,136135.0549934199,15.0,0.0
P-0072,2,133297.37169543907,14.0,0.0
P-0072,3,125805.68386058802,14.0,0.0
P-0072,4,146153.55491435516,14.0,0.0
P-0072,5,115499.87649326595,14.0,0.0
P-0072,6,161180.3818703562,13.0,0.0
P-0072,7,114956.93479252291,14.0,0.0
P-0072,8,121802.93430400491,14.0,0.0
P-0072,9,112542.46168812775,15.0,0.0
P-0072,10,123464.1094037737,15.0,0.0
P-0072,11,130034.50343084424,14.0,0.0
P-0072,12,116568.20061260193,14.0,0.0
P-0072,13,143381.30257968133,14.0,0.0
P-0072,14,121575.39650557315,14.0,0.0
P-0072,15,122019.80673441266,14.0,0.0
P-0072,16,105292.31604251808,14.0,0.0
P-0072,17,124118.94459940559,13.0,0.0
P-0072,18,116282.98780232442,14.0,0.0
P-0072,19,109557.68122295005,14.0,0.0
P-0072,20,107171.76821572188,14.0,0.0
P-0072,21,156074.85673659272,14.0,0.0
P-0072,22,114447.12072044886,14.0,0.0
P-0072,23,97520.7254694985,14.0,0.0
P-0072,24,108281.55561983288,14.0,0.0
P-0072,25,117452.43105790726,14.0,0.0
P-0072,26,21714.024446655472,4.0,279820.4087012826
P-0072,27,21742.952254957658,4.0,1360360.4100194173
P-0072,28,22176.427049486225,4.0,1390072.1655970206
P-0072,29,17474.117855315275,4.0,1293387.4656869734
P-0072,30,20980.19195646216,4.0,1369457.5270296722
P-0072,31,16651.42348701231,4.0,1107661.449119474
P-0072,32,17563.850665569902,4.0,1378356.996728039
P-0072,33,16503.21871838494,4.0,1307601.7643715243
P-0073,1,149455.75587565944,1.0,0.0
P-0073,2,126967.98445556754,1.0,0.0
P-0073,3,145869.04398612003,0.0,0.0
P-0073,4,38826.662393727274,0.0,364850.7759090828
P-0073,5,24970.851444821044,0.0,360348.51073485514
P-0074,1,45196.461059021145,5.0,0.0
P-0074,2,50055.595360652995,5.0,0.0
P-0074,3,44218.65256731196,5.0,0.0
P-0074,4,46232.49921850075,5.0,0.0
P-0074,5,15199.63848602916,1.0,421013.0128666193
P-0074,6,10492.630479013016,1.0,955750.7071213594
P-0074,7,10000.567722204205,1.0,1612322.1892213388
P-0074,8,15656.928704887183,0.0,2318534.703791102
P-0075,1,136895.6767839208,9.0,0.0
P-0075,2,144512.3190842256,7.0,0.0
P-0075,3,123973.76454988202,9.0,0.0
P-0075,4,148331.4536421175,7.0,0.0
P-0075,5,170269.7973744538,8.0,0.0
P-0075,6,134275.65083412093,8.0,0.0
P-0075,7,149437.85131108592,8.0,0.0
P-0075,8,95600.38850057629,8.0,0.0
P-0075,9,142006.22306596054,7.0,0.0
P-0075,10,137313.2079520325,7.0,0.0
P-0075,11,128659.44581639397,9.0,0.0
P-0075,12,161187.9367616553,8.0,0.0
P-0075,13,137087.19046937884,9.0,0.0
P-0075,14,139634.17577016383,8.0,0.0
P-0075,15,17759.959440682447,2.0,1043275.0929763828
P-0075,16,12479.59503480648,3.0,4695164.897903505
P-0075,17,15171.283457173151,3.0,5427061.341715034
P-0075,18,22349.810124190273,3.0,4623085.129206903
P-0075,19,11817.210805643495,3.0,5310923.290367995
P-0075,20,16425.40645619429,4.0,4379984.541910143
P-0075,21,17682.699145405877,3.0,5336146.16757022
P-0076,1,51275.011047950735,10.0,0.0
P-0076,2,45560.837080041645,10.0,0.0
P-0076,3,42726.954090332496,10.0,0.0
P-0076,4,52792.23878798462,10.0,0.0
P-0076,5,50777.3442465747,11.0,0.0
P-0076,6,37506.82542666132,11.0,0.0
P-0076,7,44716.52251386792,11.0,0.0
P-0076,8,47385.34449284298,12.0,0.0
P-0076,9,50804.8790627941,10.0,0.0
P-0076,10,51536.78506134913,10.0,0.0
P-0076,11,29051.999040931445,3.0,439668.6145719731
P-0076,12,30551.20813081563,3.0,549242.4900869976
P-0076,13,27958.621767931596,3.0,806243.481469294
P-0076,14,24287.043367827788,3.0,1262749.4111575668
P-0076,15,26339.71306080231,3.0,2012528.1933758913
P-0076,16,27734.01708950673,3.0,2531807.274843904
P-0076,17,27467.000437511208,3.0,3296740.481968029
P-0076,18,18258.58967038566,3.0,4856061.223031656
P-0077,1,114173.71756089912,17.0,0.0
P-0077,2,109046.02339608832,17.0,0.0
P-0077,3,91752.5320909382,17.0,0.0
P-0077,4,92549.8331166223,17.0,0.0
P-0077,5,104608.64290563345,17.0,0.0
P-0077,6,112378.67831515867,15.0,0.0
P-0077,7,104279.79722192505,17.0,0.0
P-0077,8,120930.09162087116,17.0,0.0
P-0077,9,108721.28492646835,16.0,0.0
P-0077,10,99463.88169446886,17.0,0.0
P-0077,11,108736.46609129742,17.0,0.0
P-0077,12,115539.29613728527,16.0,0.0
P-0077,13,116876.01853603018,17.0,0.0
P-0077,14,137846.41229781052,16.0,0.0
P-0077,15,9710.035702802134,3.0,262459.96537941444
P-0077,16,10893.189320007641,2.0,1237314.368846061
P-0077,17,11885.92727378733,3.0,1344230.579739065
P-0077,18,10992.652763009683,3.0,1315356.0405283566
P-0077,19,10044.439592559876,3.0,1502660.9177111508
P-0078,1,84677.9007452179,3.0,0.0
P-0078,2,113550.97672672826,3.0,0.0
P-0078,3,8847.373918808866,2.0,265401.728989466
P-0078,4,7574.48655366189,3.0,576664.4419130257
P-0078,5,9568.434178580885,2.0,788101.8569591482
P-0078,6,9652.863156413772,2.0,1040441.5464596965
P-0078,7,11064.503388859697,1.0,1424430.3279301312
P-0079,1,142873.27806674765,2.0,0.0
P-0079,2,136363.32355307214,2.0,0.0
P-0079,3,173788.22831316345,1.0,0.0
P-0079,4,65619.15968509077,1.0,1949159.891115644
P-0079,5,48767.84592782821,1.0,2501389.7174252965
P-0080,1,41906.33486008317,18.0,0.0
P-0080,2,39310.52721750287,16.0,0.0
P-0080,3,46276.497505620035,17.0,0.0
P-0080,4,46705.03567696123,16.0,0.0
P-0080,5,48387.404504070975,17.0,0.0
P-0080,6,46201.21304206322,17.0,0.0
P-0080,7,47240.036157918905,17.0,0.0
